,lastname,firstname,gender,type,state,party,bioguideid,cspanid,gt_id,
,Donnelly,Ignatius,,rep,MN,Republican,D000417,,403530,
,Drake,Charles,M,sen,MO,Republican,D000484,,403592,
,Driggs,John,M,rep,MI,Republican,D000498,,403605,
,Eckley,Ephraim,,rep,OH,Republican,E000036,,403731,
,Eggleston,Benjamin,M,rep,OH,Republican,E000090,,403783,
,Eliot,Thomas,M,rep,MA,Republican,E000106,,403797,
,Elliott,James,M,rep,AR,Republican,E000123,,403814,
,Fields,William,M,rep,NY,Republican,F000112,,404069,
,Finney,Darwin,,rep,PA,Republican,F000136,,404091,
,Flanders,Alvan,,rep,WA,Republican,F000188,,404143,
,French,John,M,rep,NC,Republican,F000378,,404323,
,Glossbrenner,Adam,M,rep,PA,Democrat,G000242,,404604,
,Goss,James,M,rep,SC,Republican,G000335,,404692,
,Gravely,Joseph,M,rep,MO,Republican,G000389,,404739,
,Griswold,John,M,rep,NY,Republican,G000486,,404831,
,Grover,Asa,,rep,KY,Democrat,G000503,,404848,
,Hamilton,Cornelius,M,rep,OH,Republican,H000106,,404988,
,Harding,Abner,,rep,IL,Republican,H000188,,405069,
,Harlan,James,M,sen,IA,Republican,H000211,,405090,
,Haughey,Thomas,M,rep,AL,Republican,H000352,,405221,
,Higby,William,M,rep,CA,Republican,H000576,,405438,
,Hinds,James,M,rep,AR,Republican,H000631,,405488,
,Hise,Elijah,M,rep,KY,Democrat,H000644,,405499,
,Holbrook,Edward,M,rep,ID,Democrat,H000710,,405563,
,Hotchkiss,Julius,,rep,CT,Democrat,H000809,,405657,
,Hubbard,Asahel,,rep,IA,Republican,H000877,,405723,
,Hubbard,Chester,M,rep,WV,Republican,H000879,,405725,
,Hubbard,Richard,M,rep,CT,Democrat,H000888,,405734,
,Hulburd,Calvin,,rep,NY,Republican,H000936,,405781,
,Humphrey,James,M,rep,NY,Democrat,H000955,,405799,
,Kellogg,Francis,,rep,AL,Republican,K000064,,406234,
,Kitchen,Bethuel,,rep,WV,Republican,K000247,,406406,
,Koontz,William,M,rep,PA,Republican,K000311,,406465,
,Lincoln,William,M,rep,NY,Republican,L000317,,406811,
,Loan,Benjamin,M,rep,MO,Republican,L000384,,406876,
,Mallory,Rufus,M,rep,OR,Republican,M000083,,407110,
,Mann,James,M,rep,LA,Democrat,M000103,,407127,
,Marquette,Turner,,rep,NE,Republican,M000140,,407163,
,Marvin,James,M,rep,NY,Republican,M000210,,407229,
,McClurg,Joseph,M,rep,MO,Republican,M000347,,407356,
,McCullough,Hiram,,rep,MD,Democrat,M000395,,407396,
,McKee,Samuel,M,rep,KY,Republican,M000497,,407492,
,Miller,George,M,rep,PA,Republican,M000726,,407705,
,Moorhead,James,M,rep,PA,Republican,M000929,,407900,
,Mullins,James,M,rep,TN,Republican,M001073,,408039,
,Newcomb,Carman,,rep,MO,Republican,N000065,,408153,
,Nicholson,John,M,rep,DE,Democrat,N000099,,408184,
,Noell,Thomas,M,rep,MO,Democrat,N000123,,408207,
,Norris,Benjamin,M,rep,AL,Republican,N000138,,408222,
,Nye,James,M,sen,NV,Republican,N000177,,408257,
,Patterson,James,M,sen,NH,Republican,P000120,,408528,
,Perham,Sidney,,rep,ME,Republican,P000226,,408629,
,Pettis,Solomon,M,rep,PA,Republican,P000274,,408674,
,Phelps,Charles,M,rep,MD,Conservative,P000292,,408692,
,Pierce,Charles,M,rep,AL,Republican,P000332,,408729,
,Pike,Frederick,M,rep,ME,Republican,P000346,,408743,
,Pile,William,M,rep,MO,Republican,P000350,,408747,
,Plants,Tobias,,rep,OH,Republican,P000376,,408770,
,Polsley,Daniel,M,rep,WV,Republican,P000418,,408811,
,Pomeroy,Samuel,M,sen,KS,Republican,P000423,,408814,
,Pomeroy,Theodore,M,rep,NY,Republican,P000424,,408815,
,Pruyn,John,M,rep,NY,Democrat,P000554,,408938,
,Raum,Green,,rep,IL,Republican,R000071,,409051,
,Robertson,William,M,rep,NY,Republican,R000328,,409299,
,Ross,Lewis,M,rep,IL,Democrat,R000451,,409415,
,Selye,Lewis,M,rep,NY,Ind. Republican,S000237,,409741,
,Sitgreaves,Charles,M,rep,NJ,Democrat,S000458,,409950,
,Spalding,Rufus,M,rep,OH,Republican,S000697,,410168,
,Stevens,Thaddeus,,rep,PA,Republican,S000887,,410349,
,Stewart,Thomas,M,rep,NY,Conservative Republican,S000920,,410380,
,Stover,John,M,rep,MO,Republican,S000983,,410442,
,Taber,Stephen,M,rep,NY,Democrat,T000002,,410592,
,Thayer,John,M,sen,NE,Republican,T000148,,410730,
,Thomas,Francis,,rep,MD,Republican,T000166,,410747,
,Trimble,John,M,rep,TN,Republican,T000374,,410943,
,Trowbridge,Rowland,,rep,MI,Republican,T000385,,410954,
,Trumbull,Lyman,,sen,IL,Republican,T000392,,410961,
,Upson,Charles,M,rep,MI,Republican,U000027,,411050,
,Van Horn,Burt,,rep,NY,Republican,V000040,,411085,
,Vidal,Michel,,rep,LA,Republican,V000096,,411151,
,Washburn,Henry,M,rep,IN,Republican,W000172,,411345,
,Williams,Thomas,M,rep,PA,Republican,W000538,,411693,
,Wilson,Stephen,M,rep,PA,Republican,W000613,,411768,
,Woodbridge,Frederick,M,rep,VT,Republican,W000708,,411860,
,Abbott,Joseph,M,sen,NC,Republican,A000006,,400669,
,Harris,John,M,sen,LA,Republican,H000246,,405124,
,McDonald,Alexander,M,sen,AR,Republican,M000408,,407408,
,Osborn,Thomas,M,sen,FL,Republican,O000109,,408365,
,Pool,John,M,sen,NC,Republican,P000427,,408818,
,Rice,Benjamin,M,sen,AR,Republican,R000195,,409171,
,Sawyer,Frederick,M,sen,SC,Republican,S000086,,409598,
,Vickers,George,M,sen,MD,Democrat,V000095,,411150,
,Warner,Willard,,sen,AL,Republican,W000159,,411332,
,Welch,Adonijah,,sen,FL,Republican,W000261,,411429,
,Armstrong,William,M,rep,PA,Republican,A000285,,400926,
,Arnell,Samuel,M,rep,TN,Republican,A000286,,400928,
,Asper,Joel,M,rep,MO,Republican,A000320,,400966,
,Atwood,David,M,rep,WI,Republican,A000335,,400984,
,Axtell,Samuel,M,rep,CA,Democrat,A000349,,401000,
,Ayer,Richard,M,rep,VA,Republican,A000351,,401002,
,Bailey,Alexander,M,rep,NY,Republican,B000034,,401039,
,Beaman,Fernando,,rep,MI,Republican,B000275,,401269,
,Benjamin,John,M,rep,MO,Republican,B000364,,401356,
,Bennett,David,M,rep,NY,Republican,B000373,,401365,
,Benton,Jacob,M,rep,NH,Republican,B000395,,401386,
,Bethune,Marion,,rep,GA,Republican,B000424,,401410,
,Booker,George,M,rep,VA,Conservative,B000627,,401592,
,Boreman,Arthur,M,sen,WV,Republican,B000638,,401603,
,Bowen,Christopher,M,rep,SC,Republican,B000681,,401643,
,Boyd,Sempronius,,rep,MO,Republican,B000720,,401680,
,Bradford,Allen,,rep,CO,Republican,B000737,,401697,
,Brownlow,William,M,sen,TN,Republican,B000963,,401915,
,Buck,Alfred,M,rep,AL,Republican,B001011,,401961,
,Buckingham,William,M,sen,CT,Republican,B001021,,401971,
,Burr,Albert,M,rep,IL,Democrat,B001134,,402078,
,Cake,Henry,M,rep,PA,Republican,C000024,,402185,
,Calkin,Hervey,,rep,NY,Democrat,C000047,,402208,
,Casserly,Eugene,M,sen,CA,Democrat,C000236,,402381,
,Cavanaugh,James,M,rep,MT,Democrat,C000260,,402404,
,Chaves,Jose,,rep,NM,Republican,C000337,,402477,
,Churchill,John,M,rep,NY,Republican,C000392,,402531,
,Clarke,Sidney,,rep,KS,Republican,C000470,,402608,
,Cleveland,Orestes,,rep,NJ,Democrat,C000514,,402649,
,Clift,Joseph,M,rep,GA,Republican,C000519,,402654,
,Cobb,Amasa,,rep,WI,Republican,C000543,,402676,
,Corker,Stephen,M,rep,GA,Democrat,C000776,,402896,
,Covode,John,M,rep,PA,Republican,C000818,,402936,
,Cowles,George,M,rep,NY,Republican,C000827,,402945,
,Davis,Noah,,rep,NY,Republican,D000126,,403261,
,Degener,Edward,M,rep,TX,Republican,D000195,,403351,
,Deweese,John,M,rep,NC,Republican,D000291,,403416,
,Dickinson,Edward,M,rep,OH,Democrat,D000320,,403440,
,Dixon,Joseph,M,rep,NC,Republican,D000370,,403487,
,Dixon,Nathan,M,rep,RI,Republican,D000375,,403492,
,Dockery,Oliver,M,rep,NC,Republican,D000386,,403502,
,Donley,Joseph,M,rep,PA,Republican,D000412,,403525,
,Duval,Isaac,M,rep,WV,Republican,D000576,,403679,
,Dyer,David,M,rep,MO,Republican,D000589,,403692,
,Edwards,William,M,rep,GA,Republican,E000085,,403778,
,Ela,Jacob,M,rep,NH,Republican,E000099,,403790,
,Fenton,Reuben,M,sen,NY,Liberal Republican,F000077,,404035,
,Ferriss,Orange,,rep,NY,Republican,F000093,,404050,
,Fisher,John,M,rep,NY,Republican,F000150,,404105,
,Fitch,Thomas,M,rep,NV,Republican,F000159,,404114,
,Fox,John,M,rep,NY,Democrat,F000331,,404279,
,Gibson,James,M,rep,VA,Conservative,G000162,,404529,
,Gilbert,Abijah,,sen,FL,Republican,G000171,,404538,
,Gilfillan,Calvin,,rep,PA,Republican,G000185,,404550,
,Golladay,Jacob,M,rep,KY,Democrat,G000271,,404633,
,Gove,Samuel,M,rep,GA,Republican,G000347,,404703,
,Greene,George,M,rep,NY,Democrat,G000426,,404774,
,Griswold,John,M,rep,NY,Democrat,G000485,,404830,
,Haight,Charles,M,rep,NJ,Democrat,H000020,,404905,
,Hamill,Patrick,M,rep,MD,Democrat,H000100,,404982,
,Hamilton,Charles,M,rep,FL,Republican,H000105,,404987,
,Hamilton,William,M,sen,MD,Democrat,H000118,,405000,
,Hawkins,Isaac,M,rep,TN,Republican,H000370,,405239,
,Heaton,David,M,rep,NC,Republican,H000432,,405298,
,Heflin,Robert,M,rep,AL,Republican,H000447,,405312,
,Hoag,Truman,,rep,OH,Democrat,H000650,,405505,
,Holmes,Charles,M,rep,NY,Republican,H000734,,405585,
,Hopkins,Benjamin,M,rep,WI,Republican,H000771,,405621,
,Hotchkiss,Giles,,rep,NY,Republican,H000808,,405656,
,Ingersoll,Ebon,,rep,IL,Republican,I000017,,405879,
,Jenckes,Thomas,M,rep,RI,Republican,J000076,,405979,
,Johnson,James,M,rep,CA,Democrat,J000145,,406043,
,Jones,Alexander,M,rep,NC,Republican,J000208,,406103,
,Judd,Norman,,rep,IL,Republican,J000277,,406169,
,Julian,George,M,rep,IN,Republican,J000280,,406172,
,Kelsey,William,M,rep,NY,Republican,K000080,,406249,
,Knapp,Charles,M,rep,NY,Republican,K000277,,406434,
,Laflin,Addison,,rep,NY,Republican,L000017,,406527,
,Lash,Israel,,rep,NC,Republican,L000105,,406612,
,Long,Jefferson,,rep,GA,Republican,L000419,,406910,
,Manning,John,M,rep,NC,Democrat,M000109,,407133,
,McCarthy,Dennis,,rep,NY,Republican,M000310,,407323,
,McKenzie,Lewis,M,rep,VA,Conservative,M000507,,407502,
,Milnes,William,M,rep,VA,Conservative,M000784,,407762,
,Moffet,John,M,rep,PA,Democrat,M000838,,407812,
,Moore,Eliakim,,rep,OH,Republican,M000896,,407868,
,Moore,William,M,rep,NJ,Republican,M000922,,407893,
,Morrell,Daniel,M,rep,PA,Republican,M000964,,407932,
,Morrill,Samuel,M,rep,ME,Republican,M000971,,407939,
,Morrissey,John,M,rep,NY,Democrat,M001001,,407969,
,Mungen,William,M,rep,OH,Democrat,M001079,,408044,
,Newsham,Joseph,M,rep,LA,Republican,N000072,,408159,
,Nuckolls,Stephen,M,rep,WY,Democrat,N000166,,408247,
,Paine,Halbert,,rep,WI,Republican,P000028,,408439,
,Paine,William,M,rep,GA,Democrat,P000031,,408442,
,Phelps,Darwin,,rep,PA,Republican,P000293,,408693,
,Pomeroy,Charles,M,rep,IA,Republican,P000421,,408813,
,Pratt,Daniel,M,sen,IN,Republican,P000497,,408882,
,Prince,Charles,M,rep,GA,Republican,P000537,,408921,
,Prosser,William,M,rep,TN,Republican,P000550,,408934,
,Ramsey,Alexander,M,sen,MN,Republican,R000026,,409007,
,Reading,John,M,rep,PA,Democrat,R000096,,409076,
,Reeves,Henry,M,rep,NY,Democrat,R000138,,409117,
,Ridgway,Robert,M,rep,VA,Conservative,R000248,,409224,
,Rogers,Anthony,M,rep,AR,Democrat,R000388,,409356,
,Roots,Logan,,rep,AR,Republican,R000434,,409399,
,Sanford,Stephen,M,rep,NY,Republican,S000054,,409569,
,Schenck,Robert,M,rep,OH,Republican,S000118,,409626,
,Schurz,Carl,M,sen,MO,Liberal Republican,S000151,,409658,
,Scott,John,M,sen,PA,Republican,S000177,,409683,
,Shafer,Jacob,M,rep,ID,Democrat,S000276,,409775,
,Sheldon,Porter,,rep,NY,Republican,S000323,,409820,
,Sherrod,William,M,rep,AL,Democrat,S000352,,409848,
,Smith,Joseph,M,rep,OR,Democrat,S000581,,410062,
,Smith,William,M,rep,TN,Republican,S000632,,410106,
,Smyth,William,M,rep,IA,Republican,S000648,,410122,
,Spink,Solomon,M,rep,DK,Republican,S000736,,410205,
,Sprague,William,M,sen,RI,Liberal Republican,S000747,,410216,
,Stevens,Aaron,M,rep,NH,Republican,S000875,,410337,
,Stiles,John,M,rep,PA,Democrat,S000924,,410384,
,Stockton,John,M,sen,NJ,Democrat,S000939,,410398,
,Stokes,William,M,rep,TN,Republican,S000950,,410409,
,Stone,Frederick,M,rep,MD,Democrat,S000957,,410416,
,Strader,Peter,M,rep,OH,Democrat,S000987,,410445,
,Strickland,Randolph,,rep,MI,Republican,S001003,,410461,
,Sumner,Charles,M,sen,MA,Liberal Republican,S001068,,410522,
,Sweeney,William,M,rep,KY,Democrat,S001104,,410556,
,Tanner,Adolphus,,rep,NY,Republican,T000037,,410626,
,Taylor,Caleb,,rep,PA,Republican,T000068,,410653,
,Tift,Nelson,,rep,GA,Democrat,T000269,,410842,
,Tillman,Lewis,M,rep,TN,Republican,T000277,,410850,
,Tipton,Thomas,M,sen,NE,Liberal Republican,T000286,,410859,
,Trimble,Lawrence,M,rep,KY,Democrat,T000375,,410944,
,Van Auken,Daniel,M,rep,PA,Democrat,V000014,,411072,
,Ward,Hamilton,,rep,NY,Republican,W000133,,411308,
,Washburn,Cadwallader,,rep,WI,Republican,W000170,,411343,
,Washburne,Elihu,,rep,IL,Republican,W000176,,411349,
,Welker,Martin,M,rep,OH,Republican,W000270,,411436,
,Whitmore,George,M,rep,TX,Republican,W000424,,411583,
,Whittemore,Benjamin,M,rep,SC,Republican,W000427,,411586,
,Wilkinson,Morton,,rep,MN,Republican,W000476,,411633,
,Wilson,Eugene,M,rep,MN,Democrat,W000578,,411733,
,Winans,James,M,rep,OH,Republican,W000626,,411780,
,Witcher,John,M,rep,WV,Republican,W000656,,411809,
,Wolf,William,M,rep,IA,Republican,W000676,,411828,
,Woodward,George,M,rep,PA,Democrat,W000730,,411882,
,Ames,Adelbert,,sen,MS,Republican,A000172,,400827,
,Flanagan,James,M,sen,TX,Republican,F000186,,404141,
,Hamilton,Morgan,,sen,TX,Republican,H000115,,404997,
,Howell,James,M,sen,IA,Republican,H000864,,405711,
,Jewett,Daniel,M,sen,MO,Republican,J000103,,406005,
,Lewis,John,M,sen,VA,Republican,L000285,,406783,
,Revels,Hiram,,sen,MS,Republican,R000166,,409143,
,Acker,Ephraim,,rep,PA,Democrat,A000020,,400682,
,Alcorn,James,M,sen,MS,Republican,A000079,,400738,
,Ambler,Jacob,M,rep,OH,Republican,A000169,,400824,
,Ames,Oakes,,rep,MA,Republican,A000175,,400830,
,Beatty,John,M,rep,OH,Republican,B000283,,401277,
,Beck,Erasmus,,rep,GA,Democrat,B000288,,401281,
,Beveridge,John,M,rep,IL,Republican,B000430,,401416,
,Bigby,John,M,rep,GA,Republican,B000452,,401437,
,Biggs,Benjamin,M,rep,DE,Democrat,B000457,,401442,
,Bingham,John,M,rep,OH,Republican,B000471,,401452,
,Bird,John,M,rep,NJ,Democrat,B000478,,401459,
,Blair,Austin,,rep,MI,Republican,B000521,,401497,
,Blair,Francis,,sen,MO,Democrat,B000523,,401499,
,Blair,James,M,rep,MO,Liberal Republican,B000527,,401502,
,Boarman,Alexander,M,rep,LA,Liberal Republican,B000579,,401550,
,Boles,Thomas,M,rep,AR,Republican,B000603,,401571,
,Braxton,Elliott,,rep,VA,Democrat,B000777,,401736,
,Brooks,George,M,rep,MA,Republican,B000879,,401836,
,Buckley,Charles,M,rep,AL,Republican,B001025,,401975,
,Burdett,Samuel,M,rep,MO,Republican,B001074,,402020,
,Caldwell,Alexander,M,sen,KS,Republican,C000027,,402188,
,Caldwell,Robert,M,rep,TN,Democrat,C000040,,402201,
,Campbell,Lewis,M,rep,OH,Democrat,C000096,,402251,
,Carroll,John,M,rep,NY,Democrat,C000190,,402337,
,Clagett,William,M,rep,MT,Republican,C000400,,402539,
,Clark,William,M,rep,TX,Republican,C000455,,402593,
,Clayton,Powell,,sen,AR,Republican,C000498,,402635,
,Coghlan,John,M,rep,CA,Republican,C000594,,402723,
,Conner,John,M,rep,TX,Democrat,C000691,,402817,
,Cook,Burton,,rep,IL,Republican,C000715,,402838,
,Cooper,Henry,M,sen,TN,Democrat,C000751,,402872,
,Cragin,Aaron,M,sen,NH,Republican,C000852,,402968,
,Crebs,John,M,rep,IL,Democrat,C000900,,403012,
,Creely,John,M,rep,PA,Ind. Republican,C000901,,403013,
,Critcher,John,M,rep,VA,Democrat,C000911,,403023,
,De Large,Robert,M,rep,SC,Republican,D000208,,403313,
,Dickey,Oliver,M,rep,PA,Republican,D000315,,403435,
,Dodds,Ozro,,rep,OH,Democrat,D000393,,403508,
,Dox,Peter,M,rep,AL,Democrat,D000478,,403587,
,Du Bose,Dudley,M,rep,GA,Democrat,D000510,,403615,
,Duke,Richard,M,rep,VA,Democrat,D000521,,403631,
,Edwards,John,M,rep,AR,Liberal Republican,E000072,,403767,
,Esty,Constantine,,rep,MA,Republican,E000225,,403911,
,Farnsworth,John,M,rep,IL,Republican,F000024,,403986,
,Finkelnburg,Gustavus,,rep,MO,Liberal Republican,F000129,,404084,
,Forker,Samuel,M,rep,NJ,Democrat,F000274,,404224,
,Foster,Henry,M,rep,PA,Democrat,F000305,,404254,
,Frelinghuysen,Frederick,M,sen,NJ,Republican,F000369,,404315,
,Gallegos,Jose,,rep,NM,Democrat,G000022,,404398,
,Garfielde,Selucius,,rep,WA,Republican,G000064,,404437,
,Garrett,Abraham,M,rep,TN,Democrat,G000079,,404451,
,Getz,James,M,rep,PA,Democrat,G000145,,404514,
,Goldthwaite,George,M,sen,AL,Democrat,G000266,,404628,
,Golladay,Edward,M,rep,TN,Democrat,G000270,,404632,
,Goodrich,Milo,,rep,NY,Republican,G000296,,404655,
,Griffith,Samuel,M,rep,PA,Democrat,G000470,,404815,
,Haldeman,Richard,M,rep,PA,Democrat,H000027,,404912,
,Halsey,George,M,rep,NJ,Republican,H000087,,404969,
,Hambleton,Samuel,M,rep,MD,Democrat,H000095,,404977,
,Handley,William,M,rep,AL,Democrat,H000155,,405037,
,Hanks,James,M,rep,AR,Democrat,H000157,,405039,
,Harper,James,M,rep,NC,Democrat,H000222,,405100,
,Harris,George,M,rep,MS,Republican,H000238,,405116,
,Hay,John,M,rep,IL,Republican,H000383,,405251,
,Hibbard,Ellery,,rep,NH,Democrat,H000556,,405418,
,Hill,Joshua,M,sen,GA,Republican,H000599,,405461,
,Hitchcock,Phineas,,sen,NE,Republican,H000648,,405503,
,Hooper,William,M,rep,UT,Democrat,H000767,,405617,
,Jones,William,M,rep,WY,Republican,J000261,,406153,
,Kelly,James,M,sen,OR,Democrat,K000074,,406244,
,King,Andrew,M,rep,MO,Democrat,K000193,,406354,
,Kinsella,Thomas,M,rep,NY,Democrat,K000226,,406385,
,Lewis,Joseph,M,rep,KY,Democrat,L000289,,406786,
,Lynch,John,M,rep,ME,Republican,L000531,,407015,
,MacIntyre,Archibald,M,rep,GA,Democrat,M000017,,407046,
,Manson,Mahlon,,rep,IN,Democrat,M000114,,407138,
,McCleery,James,M,rep,LA,Republican,M000327,,407337,
,McClelland,William,M,rep,PA,Democrat,M000335,,407345,
,McCormick,James,M,rep,MO,Democrat,M000367,,407372,
,McGrew,James,M,rep,WV,Republican,M000461,,407460,
,McHenry,Henry,M,rep,KY,Democrat,M000468,,407467,
,McKinney,John,M,rep,OH,Democrat,M000525,,407517,
,McNeely,Thompson,,rep,IL,Democrat,M000585,,407576,
,Mercur,Ulysses,,rep,PA,Republican,M000646,,407632,
,Merrick,William,M,rep,MD,Democrat,M000655,,407641,
,Merritt,Samuel,M,rep,ID,Democrat,M000662,,407648,
,Meyers,Benjamin,M,rep,PA,Democrat,M000683,,407668,
,Miller,Homer,M,sen,GA,Democrat,M000728,,407707,
,Moore,Jesse,,rep,IL,Republican,M000902,,407874,
,Morgan,George,M,rep,OH,Democrat,M000950,,407918,
,Morphis,Joseph,M,rep,MS,Republican,M000963,,407931,
,Morrill,Lot,,sen,ME,Republican,M000970,,407938,
,Niblack,Silas,,rep,FL,Democrat,N000082,,408168,
,Palmer,Francis,,rep,IA,Republican,P000038,,408448,
,Peck,Erasmus,,rep,OH,Republican,P000175,,408579,
,Perce,Legrand,,rep,MS,Republican,P000221,,408624,
,Perry,Aaron,M,rep,OH,Republican,P000241,,408644,
,Peters,John,M,rep,ME,Republican,P000252,,408655,
,Porter,Charles,M,rep,VA,Republican,P000438,,408829,
,Price,William,M,rep,GA,Democrat,P000533,,408917,
,Prindle,Elizur,,rep,NY,Republican,P000541,,408925,
,Rice,Edward,M,rep,IL,Democrat,R000197,,409173,
,Rice,John,M,rep,KY,Democrat,R000202,,409178,
,Ritchie,John,M,rep,MD,Democrat,R000275,,409249,
,Robertson,Thomas,M,sen,SC,Republican,R000327,,409298,
,Rogers,John,M,rep,NY,Democrat,R000397,,409365,
,Rogers,Sion,,rep,NC,Democrat,R000402,,409369,
,Roosevelt,Robert,M,rep,NY,Democrat,R000428,,409393,
,Seeley,John,M,rep,NY,Republican,S000223,,409728,
,Shellabarger,Samuel,M,rep,OH,Republican,S000325,,409822,
,Sherwood,Henry,M,rep,PA,Democrat,S000354,,409850,
,Shober,Francis,,rep,NC,Democrat,S000372,,409866,
,Smith,John,M,rep,OH,Republican,S000569,,410051,
,Smith,Worthington,,rep,VT,Republican,S000641,,410115,
,Snapp,Henry,M,rep,IL,Republican,S000649,,410123,
,Speer,Thomas,M,rep,GA,Republican,S000714,,410184,
,Stearns,Ozora,,sen,MN,Republican,S000824,,410288,
,Stevens,Bradford,,rep,IL,Democrat,S000876,,410338,
,Stevenson,Job,,rep,OH,Republican,S000893,,410354,
,Stevenson,John,M,sen,KY,Democrat,S000894,,410355,
,Stoughton,William,M,rep,MI,Republican,S000979,,410438,
,Strong,Julius,,rep,CT,Republican,S001013,,410470,
,Sutherland,Jabez,,rep,MI,Democrat,S001082,,410535,
,Taffe,John,M,rep,NE,Republican,T000006,,410596,
,Townsend,Dwight,,rep,NY,Democrat,T000331,,410902,
,Turner,Benjamin,M,rep,AL,Republican,T000414,,410983,
,Tuthill,Joseph,M,rep,NY,Democrat,T000437,,411005,
,Twichell,Ginery,,rep,MA,Republican,T000443,,411011,
,Upson,William,M,rep,OH,Republican,U000029,,411052,
,Van Trump,Philadelph,,rep,OH,Democrat,V000060,,411102,
,Vaughan,William,M,rep,TN,Democrat,V000076,,411133,
,Wakeman,Seth,,rep,NY,Republican,W000028,,411207,
,Walden,Madison,,rep,IA,Republican,W000034,,411213,
,Warren,Joseph,M,rep,NY,Democrat,W000165,,411338,
,West,Joseph,M,sen,LA,Republican,W000303,,411467,
,Williams,William,M,rep,NY,Democrat,W000544,,411702,
,Wilson,Henry,M,sen,MA,Republican,W000585,,411739,
,Wilson,John,M,rep,OH,Republican,W000603,,411758,
,Winchester,Boyd,,rep,KY,Democrat,W000628,,411782,
,Wright,George,M,sen,IA,Republican,W000759,,411908,
,Machen,Willis,,sen,KY,Democrat,M000012,,407042,
,Adams,George,M,rep,KY,Democrat,A000035,,400696,
,Albert,William,M,rep,MD,Republican,A000074,,400733,
,Albright,Charles,M,rep,PA,Republican,A000077,,400736,
,Archer,Stevenson,,rep,MD,Democrat,A000274,,400913,
,Armstrong,Moses,M,rep,DK,Democrat,A000283,,400923,
,Arthur,William,M,rep,KY,Democrat,A000304,,400946,
,Averill,John,M,rep,MN,Republican,A000344,,400994,
,Barber,Joel,M,rep,WI,Republican,B000122,,401123,
,Barrere,Granville,,rep,IL,Republican,B000173,,401174,
,Barry,Henry,M,rep,MS,Republican,B000189,,401188,
,Begole,Josiah,M,rep,MI,Republican,B000316,,401308,
,Berry,John,M,rep,OH,Democrat,B000419,,401406,
,Biery,James,M,rep,PA,Republican,B000450,,401435,
,Bogy,Lewis,M,sen,MO,Democrat,B000595,,401563,
,Boutwell,George,M,sen,MA,Republican,B000674,,401636,
,Bowen,Rees,,rep,VA,Democrat,B000685,,401647,
,Bromberg,Frederick,M,rep,AL,Liberal Republican,B000864,,401821,
,Brooks,James,M,rep,NY,Democrat,B000881,,401838,
,Cameron,Simon,,sen,PA,Republican,C000068,,402226,
,Carpenter,Lewis,M,rep,SC,Republican,C000170,,402318,
,Cessna,John,M,rep,PA,Republican,C000265,,402409,
,Chipman,Norton,,rep,DC,Republican,C000370,,402509,
,Clark,Amos,,rep,NJ,Republican,C000421,,402560,
,Clarke,Freeman,,rep,NY,Republican,C000461,,402599,
,Clayton,Charles,M,rep,CA,Republican,C000493,,402631,
,Clements,Isaac,M,rep,IL,Republican,C000507,,402643,
,Cobb,Clinton,,rep,NC,Republican,C000544,,402677,
,Cobb,Stephen,M,rep,KS,Republican,C000551,,402684,
,Coburn,John,M,rep,IN,Republican,C000558,,402690,
,Comingo,Abram,,rep,MO,Democrat,C000658,,402785,
,Conover,Simon,,sen,FL,Republican,C000701,,402826,
,Corwin,Franklin,M,rep,IL,Republican,C000789,,402909,
,Cotton,Aylett,,rep,IA,Republican,C000801,,402920,
,Crocker,Alvah,,rep,MA,Republican,C000916,,403028,
,Crooke,Philip,M,rep,NY,Republican,C000927,,403039,
